식당(ID),식당명,주차가능여부,반려동물입장가능여부,다국어메뉴판제공여부
8088,사철식당,N,N,N
8089,덕산집,N,N,N
8090,대구식당,N,N,N
8091,삼화식당,N,N,N
8092,원조사리원냉면,N,N,N
8093,우리동네,N,N,N
8094,불막열삼(부전점),N,N,Y
8095,대가호,N,N,N
8096,현대식당,N,N,N
8097,송하식당,N,N,N
8098,신풍돼지국밥,N,N,N
8099,서면통통낙지,N,N,N
8100,제일횟집,N,N,Y
8101,대가집숯불갈비,N,N,N
8102,물르팝,N,N,N
8103,종가집,N,N,N
8104,자갈치복집,N,N,Y
8105,엉클비어,N,N,N
8106,카페 하이안,N,N,Y
8107,청년다방(부산양정점),N,N,N
8108,꼬꼬닭,Y,N,N
8109,산청칼국수,Y,N,Y
8110,모모스테이크,N,N,N
8111,언양꼬리곰탕,N,N,Y
8112,이자카야 타비타비,N,Y,N
8113,킹콩부대찌개(서면롯데점),N,N,Y
8114,컨츄리꼬꼬,N,N,N
8115,삼바리,N,N,Y
8116,옹고집(2호점),N,N,N
8117,찜고을,N,N,N
8119,일호집,N,N,N
8120,가득 족발아구찜(부산 본점),N,N,Y
8121,한방돼지국밥,N,N,Y
8122,금호커피숍,N,N,N
8123,대성반점,N,N,N
8124,엄스김밥카페(용호점),N,N,Y
8125,홍신방,N,N,N
8126,경명 중국관,N,N,N
8127,양산식당,N,N,N
8128,짝태패밀리(부산문현점),N,N,N
8129,금화루,N,N,N
8130,미친오빠(대연점),N,N,N
8131,둥지,N,N,N
8132,대암다방,N,N,N
8133,잔애잔(덕천본점),N,N,Y
8134,옛집,Y,N,Y
8135,녹원집,N,N,N
8136,만덕별장,N,N,N
8137,류가네가든,Y,N,N
8138,창녕가든,N,N,N
8139,오리별장,Y,N,N
8140,청마루대림,N,N,N
8141,찌개마을,N,N,N
8142,청도식당,N,N,N
8145,오춘자비어,N,N,N
8146,김포다방,N,N,N
8147,철이반점,N,N,N
8148,춘해반점,N,N,N
8149,충무집,N,N,N
8150,장전분식센타,N,N,N
8151,다올숯불갈비,N,N,N
8152,스완양분식(부산대점),N,N,N
8153,영월 곤드레밥,N,N,N
8154,큰손집,N,N,N
8155,유림횟집,N,N,N
8156,들길,N,N,N
8157,새부산횟집,N,N,N
8158,연산숯불갈비,Y,N,N
8159,썬호프,N,N,N
8160,미각만족,N,N,N
8161,고성횟집,N,N,N
8162,먹거리 장터,N,N,N
8163,24시해장국,N,N,N
8165,미화커피숍,N,N,N
8166,시골밥집,N,N,N
8167,통안에서,N,N,N
8168,엄궁29번지,N,N,N
8169,호림다방,N,N,N
8170,향기커피숍,N,N,N
8171,삼거리커피숍,N,N,N
8172,불로원,N,N,N
8173,수림횟집,N,N,N
8174,약속다방,N,N,N
9772,곱창센타 8호,N,N,N
9773,곱창센타 6호,N,N,N
9774,경남식당,N,N,N
9775,상짱,N,N,Y
9776,대궁삼계탕,Y,N,Y
9777,차한잔,N,N,Y
9778,불타신쟁반짜장,N,N,N
9779,햇님이네밥앤스낵,N,N,N
9780,원미동솥밥숯불갈비,N,N,Y
9781,엄지 불막창,N,N,N
9782,고치소우,N,N,N
9783,중앙모밀,N,N,Y
9784,꽃가람,Y,N,Y
9785,충무할매김밥,N,N,N
9786,등촌샤브버섯매운탕,N,N,N
9787,청수다슬기마을(중앙점),N,N,N
9788,향원(중국집),N,N,N
9789,맛있으면돼지,N,N,N
9790,만리향,Y,N,N
9791,대중식당,N,N,N
9792,산청돼지국밥,N,N,Y
9793,제니,N,N,N
9794,한우고집참숯구이,N,N,N
9795,윤수식당,N,N,N
9796,안쪽집,N,N,N
9797,향미족발,N,N,N
9798,부평양곱창,N,N,Y
9799,한양족발,N,N,Y
9800,나리치킨,N,N,N
9801,복길이 양곱창,N,N,N
9802,부산집,N,N,N
9803,양산집,N,N,Y
9804,마니커숯불바베큐,N,N,N
9805,남포쭈꾸미,Y,N,N
9806,부평골목길,N,N,N
9807,남포수제비,N,N,Y
9808,마산생아구찜,N,N,N
9809,동명칼국수,N,N,Y
9810,토담골,N,N,N
9811,원조바다집,N,N,N
9812,어부야,N,N,N
9813,전통돼지국밥,N,N,N
9814,대성양곱창,N,N,N
9815,서울삼계탕,N,N,Y
9816,복분자양곱창,N,N,N
9817,레드바,N,N,N
9818,싸리골,N,N,N
9820,남양소문난불백,N,N,N
9821,테마경양식,N,N,N
9822,수복센타,N,N,Y
9823,부황양곱창,N,N,N
9824,온새미로,Y,N,N
9825,대성반점,N,N,Y
9826,자갈치거제복국,N,N,N
9827,대우베이커리,N,N,N
9829,제일돼지국밥,Y,N,Y
9830,삼미식당,N,N,N
9831,카페051(부산역점),N,N,N
9832,대지 숯불갈비,N,N,N
9833,용성루,N,N,N
9834,국제오징어,N,N,N
9835,풍년기사식당,N,N,N
9836,윤희네,N,N,N
9837,정쭈삼,N,N,N
9838,보문정식당,N,N,N
9839,중독갈비,N,N,N
9840,태정,N,N,N
9841,의령분식,N,N,N
9842,컴포즈커피(부산진역점),N,N,N
9843,중앙,N,N,N
9844,루반도르파티세리,Y,N,Y
9845,대영삼계탕,N,N,N
9846,장수삼계탕,N,N,N
9847,일차로,N,N,N
9848,순천아구찜,N,N,N
9849,경주집,N,N,Y
9850,오뚜기횟집,N,N,N
9851,급행장,Y,N,Y
9852,참샘굴국밥,N,N,N
9853,정원오리보쌈,N,N,Y
9854,경회루,N,N,Y
9855,돌담집,N,N,N
9856,천일횟집,N,N,N
9857,장어촌,N,N,N
9858,서울깍두기(서면점),N,N,N
9859,남포동 서울깍두기,N,N,Y
9860,종로빈대떡(서면점),N,N,Y
9861,오모가리김치찌개(서면점),N,N,Y
9862,강촌어탕국수,N,N,N
9863,부광횟집,N,N,N
9864,신토불이오리불고기,N,N,N
9865,바우네나주곰탕(연제구청점),N,N,N
9866,황궁쟁반짜장,N,N,N
9867,둥지찻집,N,N,N
9868,유명한문현곱창,N,N,N
9869,오천냥포차,N,N,N
9870,도촌,N,N,N
9871,노상,N,N,Y
9872,독도는 새우땅,N,N,N
9873,？？돈까스(서면롯데점),N,N,N
9874,발빠닭(서면 본점),N,N,Y
9875,메밀행복한우리동네,N,N,N
9876,복조리한식,N,N,N
9877,통큰돼지갈비,N,N,N
9878,썬더치킨(신암1호점),N,N,N
9879,가가와,N,N,N
9880,소문난집,N,N,N
9881,대나무집,N,N,Y
9882,서울식당,N,N,N
9884,한성,N,N,N
9885,로즈,N,N,N
9886,빵굽는마을,N,N,N
9887,동희루,N,N,N
9888,우정식당,N,N,N
9889,성화루,N,N,N
9890,둥지,N,N,N
9891,동화루,N,N,N
9892,밀양청도횟집,N,N,N
9893,행복식당,N,N,N
9894,우리장,N,N,Y
9895,만덕별장,N,N,N
9896,호박,N,N,N
9898,삼겹파티(반송점),N,N,Y
9900,전설의 충무김밥(반영직영점),N,N,N
9902,몽쉐리,N,N,N
9903,박가네돼지국밥,N,N,N
9904,대호반점,N,N,N
9905,청도횟집,N,N,N
9906,오춘자비어(감천점),N,N,N
9907,화인,N,N,N
9908,해동식당,N,N,N
9909,태영식당,N,N,N
9910,옥수가든,N,N,N
9911,생~생모밀,N,N,N
9912,이오이오,N,N,N
9913,흙다방,N,N,N
9914,진영,N,N,N
9915,은성,N,N,N
9916,영광커피숍,N,N,N
9917,밀그린치킨&호프,N,N,N
9918,황태자양과점,N,N,N
9919,큰바다횟집,N,N,N
9920,수림횟집,N,N,N
9921,제일가든,N,N,N
9922,정원다방,N,N,N
9923,참나무숯불구이,Y,N,N
9924,송현가마솥추어탕,N,N,N
9925,초량불백(연산점),N,N,Y
9926,산청한방오리,N,N,Y
9927,아리랑반점,N,N,N
9931,청송횟집,N,N,N
9934,현대식당,N,N,N
9935,소담식당,N,N,N
9936,진주반점,N,N,N
9937,삼성반점,N,N,N
9938,용구비어(동서대점),N,N,N
9939,평화,N,N,N
9940,제일분식,N,N,Y
9941,금강횟집,N,N,Y
9942,풍년횟집,N,N,N
9944,삼거리커피숍,N,N,N
11424,강가면옥,N,N,N
11425,황태를벗삼아,Y,N,Y
11426,양배추식당,N,N,N
11427,산해진미,N,N,N
11428,분식공장,N,N,N
11429,이디야커피(부산중앙역점),N,N,Y
11430,순애돼지전문점,N,N,N
11431,동해물회,N,N,N
11432,만리향,N,N,N
11433,민아식당,N,N,Y
11434,엑시트경양식호프,N,N,N
11435,베란다,N,N,N
11436,화송집,N,N,N
11437,구포집,N,N,Y
11438,생수숯불갈비,N,N,Y
11439,은좌식당,N,N,N
11440,쥬시(부평점),N,N,N
11441,예당순두부,N,N,N
11442,러브보트,N,N,N
11443,지하식당,N,N,N
11444,산수갑산,N,N,Y
11445,개미집(원조직영점),N,N,Y
11446,돌고래,N,N,Y
11447,복자커피&비어,N,N,N
11448,해성보리밥,N,N,N
11449,해물짬뽕,N,N,N
11450,연을 다담다,N,N,N
11451,동주각,N,N,N
11452,은하수,N,N,N
11453,타카라키친,N,N,N
11454,송지부대찌개,N,N,N
11455,충무김밥,N,N,N
11456,시키면돼지&시킨면두마리치킨,N,N,Y
11459,향원정,N,N,N
11460,국수와포차,N,N,N
11461,교구양곱창,N,N,Y
11462,김해동닭,N,N,Y
11463,제일다방,N,N,N
11464,블랑쉬베이커리,N,N,N
11465,중앙반점황궁,N,N,N
11466,어벤더치,N,N,N
11467,할매곱창집,N,N,Y
11468,청용각,N,N,N
11469,할매수육,N,N,N
11470,수정사천수육,N,N,N
11471,풍기한방삼계탕,N,N,N
11472,화성통삼겹,N,N,Y
11473,신흥관,N,N,N
11474,남경해물낙지,N,N,N
11475,하루나,N,N,N
11476,밀양돼지국밥,N,N,N
11477,제주가(부산역직영점),N,N,N
11478,뉴포니기사식당,N,N,N
11479,77식당,N,N,N
11480,거창통닭,N,N,N
11481,국제,N,N,N
11482,금계삼계탕,N,N,N
11483,밤야,N,N,N
11484,송학식당,N,N,N
11485,어가활어횟집,N,N,N
11486,금성갈비탕,N,N,N
11487,행복한식당,N,N,N
11488,커피칼리스(영도점),N,N,Y
11489,짱구 빵집,N,N,N
11490,진주식당,N,N,N
11491,양지식당,N,N,N
11492,태화육개장,N,N,Y
11493,남대문,N,N,N
11494,세븐참치(서면점),N,N,N
11495,착한동태(서면점),N,N,N
11496,사성각,N,N,N
11497,곰돌이실비,N,N,N
11498,활력은장수국밥,N,N,Y
11499,홍두깨손칼국수,N,N,N
11500,만리장성,N,N,N
11501,서면양곱창,N,N,N
11502,장충동족발,N,N,N
11503,마라당(서면점),N,N,N
11504,깜짝식당,N,N,N
11505,고반식당(서면점),N,N,N
11506,크라운하우스,N,N,N
11507,영희네한상,N,N,Y
11508,스완베이커리,N,N,N
11509,호수빵제과,N,N,N
11510,용문각,N,N,N
11511,문현 대성곱창,N,N,N
11512,고래뱃속,N,N,Y
11513,구포국수(대연본점),N,N,Y
11514,여우배꼽(대연점),N,N,N
11515,두메골 청국장,Y,N,Y
11516,그날엔생선구이집,N,N,N
11517,정담갈비탕한상,N,N,N
11518,서울분식,N,N,N
11519,대청마루닭칼국수(용호본점),Y,N,N
11520,보성각,N,N,N
11521,삼선관,N,N,N
11522,연일곱창,N,N,Y
11523,행운커피숍,N,N,N
11524,장수장 꼬리곰탕,N,N,Y
11525,왕대구탕앤동태탕,N,N,N
11526,봉자숯불구이,N,N,N
11527,울산식당,N,N,N
11528,칠성반점,N,N,N
11529,강릉식당,N,N,N
11530,곰배령가든,Y,N,Y
11531,소담,N,N,N
11533,무적,N,N,N
11536,미림,N,N,N
11537,배고개생삼겹살가마솥국밥,N,N,N
11538,가마치통닭(동아대점),Y,N,N
11539,합천반점,N,N,N
11540,풍년 오리박사,Y,N,Y
11541,탑파고다,N,N,N
11542,초당마을,N,N,N
11543,양양양꼬치,N,N,N
11544,송림,N,N,Y
11545,장전아구마을,N,N,N
11546,강남웰빙보리밥,N,N,Y
11547,송해반점,N,N,Y
11548,미각반점,N,N,N
11549,한아름,N,N,N
11550,경포집,N,N,N
11551,선농설렁탕,N,N,N
11552,일용횟집,N,N,N
11553,하구언횟집,N,N,N
11554,낙동횟집,N,N,N
11555,맛나니정식,N,N,N
11556,세일식당,N,N,N
11557,내고향 싸리골,N,N,N
11558,알뜰실비식당,N,N,N
11559,한독원,N,N,N
11560,배산정,N,N,N
11561,초원복국,N,N,Y
11562,진미돼지국밥,N,N,N
11563,오아시스커피숍,N,N,N
11564,수명,N,N,N
11565,시크985,N,N,N
11567,아네모네,N,N,N
11570,삼겹사랑(망미점),N,N,N
11571,내오리,N,N,N
11572,돈까스&오색비빔밥,N,N,N
11573,포항물회,N,N,N
11577,덕분에식당,N,N,N
11578,낙동반점,N,N,N
11579,낙원밀면,N,N,N
11580,제일숯불갈비,N,N,N
11581,고스키친(본점),Y,N,N
11582,사상커피숍,N,N,N
11584,대구식당,N,N,N
11586,송정식당,N,N,N
13271,티플레그커피,N,N,Y
13272,부광돼지국밥,Y,N,Y
13273,명품삼계탕,N,N,N
13274,옛날우리밥상,N,N,N
13275,광,N,N,Y
13276,대영정,N,N,Y
13277,산동관,N,N,Y
13278,어묵찌빠,N,N,N
13279,깡돼후야시장,N,N,N
13280,프로피자,N,N,Y
13281,유성실비,N,N,N
13282,이화본가,N,N,N
13283,해전곱,N,N,Y
13284,박대포 소금구이,N,N,N
13285,원조포차,N,N,N
13286,남포집,N,N,N
13287,앤,N,N,N
13288,THE 리쌍,N,N,N
13289,돌솥밥집,N,N,Y
13290,두부가,N,N,N
13291,캐빈경양식,N,N,N
13292,충무명물김밥세상,N,N,Y
13293,성주칼국수,N,N,N
13294,맛나기사식당,Y,N,Y
13295,옥이네,N,N,N
13296,오독,N,N,Y
13297,순대마을(대신점),N,N,N
13298,문화반점,N,N,N
13299,신동반점,N,N,Y
13300,은하별 감파스타(남포부민점),N,N,N
13301,거인통닭(부민점),N,N,N
13302,본가숯불갈비,N,N,N
13304,등나무집,Y,N,N
13305,해양각,N,N,Y
13306,아미집,N,N,N
13307,근화식당,N,N,N
13308,단미포차,N,N,N
13309,김밥천국(진역점),N,N,Y
13310,팔공국밥,N,N,N
13311,고기반 김치반,N,N,N
13312,60년전통할매국밥,N,N,N
13313,초량갈비,N,N,N
13314,자갈치,N,N,N
13315,둥지도가니탕,N,N,N
13316,명가,N,N,N
13317,다홍치마,N,N,N
13318,홍해식당,N,N,N
13319,골목일번지,N,N,N
13320,원조자연산장어구이,Y,N,N
13321,풍성 석쇠구이(전문점),N,N,Y
13322,더프레전트(The present),N,N,N
13323,현대식당,N,N,N
13324,삼성회관,N,N,N
13325,산복제과,N,N,N
13326,만선참가자미물회,N,N,N
13327,호프위하여,N,N,N
13328,푸라닭(부산청학점),N,N,Y
13329,원조해장국꼬리곰탕,N,N,Y
13330,실비식당,N,N,N
13331,바다장어,N,N,N
13332,티모아,N,N,N
13333,소문난돼지국밥,N,N,Y
13334,중리바닷가횟집,N,N,N
13335,일광상회,N,N,N
13336,용다방,N,N,N
13337,진미칼국수,N,N,N
13338,부부(본점),N,N,N
13339,장원식당,N,N,N
13340,일신초밥,N,N,Y
13341,포항물횟집,N,N,Y
13342,영광포차,Y,N,Y
13343,하동산곰장어,N,N,N
13344,춘하추동(서면본점),N,N,N
13345,금호횟집,N,N,Y
13346,니꼬야(부전점),N,N,N
13347,울산목살구이,N,N,N
13348,충무낙지볶음,N,N,N
13349,울타리없는만두집,N,N,N
13350,한라정,N,N,Y
13351,안평한우양곱창,N,N,Y
13352,한양각,N,N,N
13353,수영본가돼지국밥,N,N,Y
13354,그냥식당,N,N,N
13355,두레박산오징어,N,N,N
13356,이대역5번출구,N,N,N
13358,삿뽀로참치,N,N,Y
13359,육수당(서면롯데점),N,N,N
13360,부부해장국,N,N,Y
13361,두꺼비,N,N,N
13362,장어다움,N,N,N
13363,짚신매운갈비찜(서면롯데점),N,N,N
13364,신화게판(서면점),N,N,Y
13365,태양참숯갈비,N,N,N
13366,미정생아구찜,N,N,N
13367,쪽갈비쪽,N,N,N
13368,합천식당,N,N,N
13369,중앙분식,N,N,N
13370,시골추어탕,N,N,N
13371,팔복통닭,N,N,Y
13372,동평반점,N,N,N
13373,생생제주생고기,N,N,N
13374,모아커피숍,N,N,N
13375,금보라,N,N,N
13376,커피향기,N,N,N
13377,최부자집,N,N,Y
13378,경화식당,N,N,N
13379,육보가,N,N,N
13380,백운반점,N,N,N
13381,강가네 우돈가 숯불갈비,Y,N,N
13382,바우네나주곰탕(용호점),N,N,N
13383,와우 !,N,N,Y
13384,윤씨네포차,N,N,N
13385,문현오뎅,N,N,N
13386,단디산곰장어장어구이,N,N,N
13387,미선각,N,N,N
13388,금용만두,N,N,N
13390,올리브,N,N,N
13391,곱창이야기,N,N,N
13392,대성반점,N,N,N
13393,티바두마리치킨(부산반송점),N,N,Y
13395,한양왕족발,N,N,N
13397,천안문,N,N,N
13398,와우김밥(반여본점),N,N,N
13399,더진국(재송점),N,N,N
13400,김밥천국(반송점),N,N,N
13401,달과별식당,N,N,N
13402,베니스제과점,N,N,N
13403,해운대 상회,N,N,N
13404,일성관,N,N,N
13405,외가국수,N,N,Y
13406,소문난돼지국밥,N,N,N
13407,순이네 생선구이,N,N,N
13408,노랑통닭(하단점),N,N,N
13410,옥이기사식당,N,N,N
13411,데일리케이크,N,N,N
13412,거인통닭(장림점),N,N,Y
13413,빈스펍,N,N,Y
13414,감천고기마을,N,N,N
13415,희망제과,N,N,N
13416,동산원,N,N,N
13417,회동횟집,N,N,N
13418,남영각,N,N,N
13419,칸스타아,N,N,N
13420,일송정 돌판생구이,Y,N,Y
13421,신불떡볶이(부산대점),N,N,Y
13422,빈스에스프레소,N,N,Y
13423,물고기,N,N,Y
13424,행운반점,N,N,N
13425,계룡식당,N,N,N
13426,기운센 갈비탕,N,N,N
13427,로얄갤러리,N,N,N
13428,새부산제과,N,N,N
13429,박미서부대찌개,N,N,Y
13430,토담식당,N,N,Y
13431,동원숯불갈비,Y,N,N
13432,하나막창,N,N,N
13433,충무김밥,N,N,N
13434,153청해,N,N,Y
13435,기장산곰장어,N,N,N
13436,진미원,Y,N,Y
13437,일월수산횟집(직영점),N,N,N
13438,연일족발,N,N,Y
13439,길목 커피숍,N,N,N
13446,동신갈비,N,N,N
13449,자갈치생선구이,N,N,N
13454,흙커피숍,N,N,N
13455,현혜반점,N,N,Y
13456,남보식당,N,N,N
13457,계명식당,N,N,N
13458,경수복국,N,N,N
13459,정다방,N,N,N
13460,남영다방,N,N,N
13461,왕창해물포차,N,N,N
13462,유림커피숍,N,N,N
13463,혜원커피숍,N,N,N
13464,베리노제과점,N,N,N
13465,장사밀면,N,N,Y
13467,동원횟집,N,N,Y
13468,인생식당(부산기장점),Y,N,N
13469,죽성집,N,N,N
15552,삼호정식당,N,N,N
15553,부두후생식당,N,N,N
15554,궁중삼계탕,N,N,N
15555,후지라멘(본점),N,N,N
15556,서울삼계탕,N,N,N
15557,우리가왕갈비탕,N,N,Y
15558,물레방아밥상,N,N,N
15559,백경,N,N,Y
15560,어촌,N,N,Y
15561,청수장식당,N,N,N
15562,오륙도,N,N,N
15563,호식이두마리치킨(남포점),N,N,N
15564,울릉도오징어횟집,N,N,Y
15565,진주집,N,N,N
15566,소문난죽집,N,N,N
15567,로얄숯불갈비,N,N,N
15568,설즈데이 파티(Thursday Party),N,N,N
15569,맛찬들왕소금구이(부산 부평점),N,N,N
15570,남포족발,N,N,N
15571,예향정(남포점),N,N,N
15572,돌고래식당,N,N,N
15573,미성분식,N,N,N
15574,봉순이네 집,N,N,N
15575,통영멸치쌈밥집,N,N,N
15576,만미당제과점,N,N,N
15577,코모도과자점,N,N,N
15578,팔도장똘뱅이(대신점),N,N,N
15579,특수고기,N,N,N
15582,소반식당,N,N,Y
15583,수미횟집,N,N,N
15584,완챠이,N,N,N
15585,욱이식당,N,N,N
15586,대천반점,N,N,N
15587,경회루,Y,N,Y
15588,대천반점,N,N,N
15589,팔봉이 밀면,N,N,N
15590,호호식당,N,N,N
15591,하동식당,Y,N,N
15592,통일옛날통닭,N,N,N
15593,조마루뼈다귀(수정점),N,N,Y
15594,커피인트리,N,N,N
15595,찰리쓰까만닭발,N,N,N
15596,초량죽집,N,N,Y
15597,석화한정식,Y,N,Y
15598,맥켄양념치킨,N,N,N
15599,장어나라숯불구이,N,N,Y
15600,본전돼지국밥,N,N,Y
15601,우물집,N,N,Y
15602,대복집,N,N,N
15603,조방원조충무김밥,N,N,N
15604,우리뷔페레스토랑,N,N,N
15605,풍배식당,N,N,N
15606,진호프,N,N,N
15607,한마음코너,N,N,N
15608,화성곰탕,N,N,N
15609,고추잠자리,N,N,N
15610,수정식당,N,N,N
15611,현대그린푸드 지마린서비스,N,N,N
15612,호박골,N,N,N
15613,백조다방,N,N,N
15614,빵의나라,N,N,Y
15615,만송돼지국밥,N,N,N
15616,대성영양탕 삼계탕,N,N,N
15617,거제숯불장어구이,N,N,N
15618,포항물회일번지,N,N,Y
15619,신흥식당,N,N,N
15620,칠성다방,N,N,N
15621,복다방,N,N,N
15622,우정 회 장어(전문점),N,N,N
15623,촌닭,N,N,N
15624,포항명품물회,N,N,N
15625,용궁해물탕,Y,N,Y
15626,동남갈비,N,N,Y
15627,해인정,N,N,Y
15628,푸드드림,N,N,N
15629,맛골식당,N,N,N
15630,호식이두마리치킨(연지초읍점),N,N,N
15631,일미포항명품물회,N,N,N
15632,서면연탄구이,N,N,N
15633,가장맛있는족발(서면점),N,N,N
15634,거산굴뚝배기,N,N,N
15635,카페머무름,N,N,N
15636,문화양곱창,N,N,N
15637,더최고집왕갈비탕,N,N,Y
15638,진주식당,Y,N,N
15639,태성관,N,N,N
15640,초연반점,N,N,N
15641,통영숯불장어구이,N,N,Y
15642,청림식당,N,N,N
15643,고부자,N,N,N
15644,대궐갈비,N,N,N
15645,우리들식당,N,N,N
15646,눈물떡볶이(부산사직점),N,N,N
15647,대관원,N,N,N
15648,아리랑횟집,N,N,N
15649,수양숯불갈비,N,N,N
15650,명가숯불장어구이,N,N,Y
15651,명문각,N,N,N
15652,우당탕반점,N,N,N
15653,성룡짜장,N,N,N
15654,쌍희(반점),N,N,N
15655,선지국밥,N,N,N
15656,마산아구찜대구뽈찜,N,N,N
15657,금일한방삼계탕,N,N,N
15658,요술램프,N,N,N
15659,리나네아구찜,N,N,N
15660,낙원다방,N,N,N
15661,만리장성,N,N,N
15664,예빈,N,N,N
15669,센텀하우스포차,N,N,N
15670,한양왕족발,N,N,N
15671,종점,N,N,N
15672,파티쉘의집,N,N,N
15673,일성관,N,N,N
15674,타코난치킨(부산괴정본점),N,N,N
15675,사계절맛집,N,N,N
15676,봉구스밥버거(동아대점),N,N,N
15677,미소식당,N,N,N
15678,시골돼지국밥,N,N,N
15679,카렘제과,Y,N,N
15680,성룡오리가든,N,N,N
15681,장보고 회수산 센타,N,N,N
15682,맥시칸치킨(남산점),Y,N,N
15683,팔미식당,N,N,N
15684,토끼네식당,N,N,N
15685,보글보글 국밥,N,N,N
15686,부산밀면,N,N,Y
15687,대가호,N,N,Y
15688,타마루,N,N,N
15689,우쭈쭈,N,N,N
15690,항아리,N,N,Y
15691,구노,N,N,N
15692,백두대간(서동2호점),N,N,N
15693,대성각,N,N,N
15694,송림장,N,N,N
15695,목향,N,N,N
15696,봉구비어(부곡점),N,N,Y
15697,한희궁,N,N,N
15698,백화,N,N,N
15699,조은횟집,N,N,N
15700,청내횟집,N,N,N
15701,오복반점,N,N,N
15702,청기와집,N,N,N
15704,싱싱 산꼼장어,Y,N,N
15705,신가조방낙지양푼이동태탕,N,N,Y
15706,거북선횟집,N,N,N
15707,유황생오리,N,N,N
15708,목화,N,N,N
15709,서울깍두기,N,N,N
15710,로타리양곱창센타,N,N,N
15712,대성관,N,N,N
15713,부산소국밥,N,N,N
15714,이상은 파스타,N,N,N
15715,엔젤커피숍,N,N,N
15719,옥미아구찜(본점),Y,N,Y
15721,팔도한양족발,N,N,Y
15722,경화반점,N,N,Y
15723,개미기사식당,N,N,N
15725,대복성,N,N,N
15726,우성삼계탕,N,N,Y
15731,성원다방,N,N,N
15733,여로횟집,N,N,N
15734,덕성반점,N,N,N
15735,가람횟집,N,N,Y
15736,야끼짱,N,N,N
15737,미스터스시(부산사상점),N,N,Y
15738,만복국수집(사상점),N,N,N
15739,짚신매운갈비찜(사상점),N,N,N
15740,대궁반점,N,N,N
15741,미조리 초밥,Y,N,Y
15742,양지한식,N,N,N
15743,감나무집,N,N,N
15744,북경반점,N,N,N
15745,평강오리(덕포점),N,N,N
15746,77돌곱창,N,N,Y
15747,청송식당,N,N,N
15748,화명반점,N,N,Y
15749,옥영아구찜,N,N,N
15750,지리산가마솥왕선지국,N,N,N
15751,금호정,N,N,N
15752,사상고엔,N,N,N
15754,우리식당,N,N,N
15755,달자비어,N,N,N
15756,손큰할매,N,N,N
15757,장안매운탕,N,N,Y
15758,원산순대돼지국밥,N,N,N
15759,장안사 산장,N,N,Y
15760,두원갈비,N,N,N
15761,만포장횟집,N,N,Y
15762,동해아구찜,N,N,N
15763,낙원농원식당,N,N,N
15764,원조소문난솥뚜껑삼겹살,N,N,Y
15765,나금횟집,N,N,N
15766,동부횟집,N,N,Y
15767,추가네횟집,Y,N,Y
15768,거북이횟집,N,N,Y
15769,청기와횟집,N,N,Y
17794,경원카페,N,N,N
17795,오뚜기식당,N,N,N
17796,분천청국장전문,N,N,N
17797,본전곰탕,N,N,Y
17798,해운식당,N,N,N
17799,전통칼국수생아구찜,N,N,N
17800,시골통돼지볶음전문점(부산중앙점),N,N,N
17801,미요우동,N,N,Y
17802,자금성,N,N,N
17803,용수민물장어,N,N,N
17804,성일집,N,N,Y
17805,향수식당,N,N,N
17806,키친온,N,N,N
17807,원조일미기사식당,N,N,N
